"tegevusvaldkond";"tyyp";"ministeerium";"allasutus";"makse";"link";"variable";"value";"kanal";"naitaja"
"Ohutus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole/";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole/";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/raudteevorgustiku-teadaanded/";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://195.80.112.238:8080/HIS/Avalik?REQUEST=Main";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://svn.eesti.ee/projektid/dvk/client/";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Riigi infosüsteemide kasutamine";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://stash.ria.ee/projects/BAAS";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Riigi infosüsteemide kasutamine";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://riha.eesti.ee/riha/main";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Energeetika";"Küsimustik";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/?id=10731";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Energeetika";"Teabenõue/Märgukiri/Vaie";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/?id=14157";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=594";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/teabenoue";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=168017";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=53286";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Riigi infosüsteemide kasutamine";"Toetus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.ria.ee/avalike-teenuste-arendamine-sf/";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"Avalike teenuste arendamine";"Aruandlus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"www.riigiteenused.ee";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Avalike teenuste arendamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.mkm.ee/et/tegevused-eesmargid/infouhiskond/infouhiskonna-teenused";"Veebileht.rahulolu";85;"Veebileht";"rahulolu"
"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://mereviki.vta.ee/mediawiki/index.php/Esileht";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Avalike teenuste arendamine";"Toetus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.eesti.ee/portaal/pjis.struktuuritoetus";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Lennundus";"Aruandlus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/lennuohutust-mojutavast-juhtumist-teatamine-2";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Riigi infosüsteemide kasutamine";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.mkm.ee/et/teenuste-otsing";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.eki.ee/dict/meri/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"https://www.emde.ee/vi-iloginedit";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Haridus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Kliendile tasuta";"http://haridussilm.ee/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/editor/index.php?id=202";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/editor/index.php?id=3821";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/muuseum/pood/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/kulastus/piletihinnad/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Riigi kinnisvara";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/muuseum/teenused/urituste-korraldamine/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Turism";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://arhitektuurimuuseum.ee/haridus/ekskursioonid/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Haridus";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/haridus/haridusprogrammid/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Kirjastamine";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://arhitektuurimuuseum.ee/muuseum/publikatsioonid/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Kultuur";"Interaktiivne infoteenus";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Kliendile tasuta";"http://arhitektuurimuuseum.ee/raamatukogu/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Haridus";"Teabenõue/Märgukiri/Vaie";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://arhitektuurimuuseum.ee/kogud/kogude-kasutamise-hinnakiri/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Kliendile tasuta";"http://www.arhitektuurimuuseum.ee/naitused/naitused-laenuks/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Kliendile tasuta";"http://www.arhitektuurimuuseum.ee/muuseum/teenused/naituste-eksponeerimine/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Arhiivindus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"www.ra.ee/vau";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Arhiivindus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"www.ra.ee/vau";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Arhiivindus";"Publikatsioon";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"www.ra.ee/tuna";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Arhiivindus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"www.ra.ee/vau";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"Ohutus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole/";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole/";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/raudteevorgustiku-teadaanded/";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://195.80.112.238:8080/HIS/Avalik?REQUEST=Main";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://svn.eesti.ee/projektid/dvk/client/";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Riigi infosüsteemide kasutamine";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://stash.ria.ee/projects/BAAS";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Riigi infosüsteemide kasutamine";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://riha.eesti.ee/riha/main";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Energeetika";"Küsimustik";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/?id=10731";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Energeetika";"Teabenõue/Märgukiri/Vaie";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/?id=14157";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=594";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/teabenoue";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=168017";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=53286";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Riigi infosüsteemide kasutamine";"Toetus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.ria.ee/avalike-teenuste-arendamine-sf/";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Avalike teenuste arendamine";"Aruandlus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"www.riigiteenused.ee";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Avalike teenuste arendamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.mkm.ee/et/tegevused-eesmargid/infouhiskond/infouhiskonna-teenused";"Veebileht.halduskulu";12270;"Veebileht";"halduskulu"
"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://mereviki.vta.ee/mediawiki/index.php/Esileht";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Avalike teenuste arendamine";"Toetus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.eesti.ee/portaal/pjis.struktuuritoetus";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Lennundus";"Aruandlus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/lennuohutust-mojutavast-juhtumist-teatamine-2";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Riigi infosüsteemide kasutamine";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.mkm.ee/et/teenuste-otsing";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.eki.ee/dict/meri/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"https://www.emde.ee/vi-iloginedit";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Haridus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Kliendile tasuta";"http://haridussilm.ee/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/editor/index.php?id=202";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/editor/index.php?id=3821";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/muuseum/pood/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/kulastus/piletihinnad/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Riigi kinnisvara";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/muuseum/teenused/urituste-korraldamine/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Turism";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://arhitektuurimuuseum.ee/haridus/ekskursioonid/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Haridus";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/haridus/haridusprogrammid/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Kirjastamine";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://arhitektuurimuuseum.ee/muuseum/publikatsioonid/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Kultuur";"Interaktiivne infoteenus";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Kliendile tasuta";"http://arhitektuurimuuseum.ee/raamatukogu/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Haridus";"Teabenõue/Märgukiri/Vaie";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://arhitektuurimuuseum.ee/kogud/kogude-kasutamise-hinnakiri/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Kliendile tasuta";"http://www.arhitektuurimuuseum.ee/naitused/naitused-laenuks/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Kliendile tasuta";"http://www.arhitektuurimuuseum.ee/muuseum/teenused/naituste-eksponeerimine/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Arhiivindus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"www.ra.ee/vau";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Arhiivindus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"www.ra.ee/vau";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Arhiivindus";"Publikatsioon";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"www.ra.ee/tuna";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
